asv_key,kingdom,phylum,class,order,family,genus,species,accession,name,unique_name,query_length,align_length,pident,nident,score,length_ratio
asv_623622,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;324;93.519,[Clostridium]_innocuum,329,324,93.519,303,258,1.01543
asv_623740,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;326;94.479,Blautia_wexlerae,330,326,94.479,308,271,1.01227
asv_623813,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;329;97.568,Terrisporobacter_petrolearius,329,329,97.568,321,305,1
asv_623846,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;330;93.939,Erysipelatoclostridium_ramosum,330,330,93.939,310,268,1
asv_624732,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_rhamnosus,NR_113332.1,Lactobacillus_rhamnosus;326;95.706,Lactobacillus_rhamnosus,330,326,95.706,312,283,1.01227
asv_623528,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;[Clostridium]_saccharogumia;323;93.498,Erysipelatoclostridium_ramosum,329,323,93.498,302,259,1.01858
asv_624018,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis,NR_043589.1,Peptostreptococcus_stomatis;325;95.692,Peptostreptococcus_stomatis,331,325,95.692,311,282,1.01846
asv_624222,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_salivarius,NR_028725.2,Lactobacillus_hayakitensis;Lactobacillus_salivarius;274;95.62,Lactobacillus_salivarius,331,274,95.62,262,237,1.20803
asv_625206,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;323;95.356,Terrisporobacter_petrolearius,327,323,95.356,308,277,1.01238
asv_625252,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;325;94.769,Ruthenibacterium_lactatiformans,330,325,94.769,308,273,1.01538
asv_625457,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_producta,NR_036776.1,Blautia_hominis;Blautia_marasmi;Blautia_producta;325;92.615,Blautia_producta,330,325,92.615,301,252,1.01538
asv_625498,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;323;93.498,Terrisporobacter_petrolearius,328,323,93.498,302,259,1.01548
asv_625727,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_rhamnosus,NR_113332.1,Lactobacillus_hokkaidonensis;Lactobacillus_rhamnosus;Lactobacillus_vaccinostercus;332;94.88,Lactobacillus_rhamnosus,330,332,94.88,315,280,0.993976
asv_623628,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis,NR_043589.1,Peptostreptococcus_stomatis;326;94.479,Peptostreptococcus_stomatis,330,326,94.479,308,269,1.01227
asv_624096,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis,NR_043589.1,Peptostreptococcus_stomatis;243;99.588,Peptostreptococcus_stomatis,330,243,99.588,242,240,1.35802
asv_624370,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;325;94.769,Terrisporobacter_petrolearius,331,325,94.769,308,273,1.01846
asv_623891,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_claussenii,NR_042232.1,Pediococcus_claussenii;327;93.884,Pediococcus_claussenii,331,327,93.884,307,265,1.01223
asv_624665,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_massiliensis,NR_133027.1,Megasphaera_massiliensis;271;97.786,Megasphaera_massiliensis,331,271,97.786,265,253,1.2214
asv_625138,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis,NR_043589.1,Peptostreptococcus_stomatis;325;95.692,Peptostreptococcus_stomatis,331,325,95.692,311,282,1.01846
asv_625808,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,[Clostridium]_leptum,NR_114789.1,[Clostridium]_leptum;270;94.074,[Clostridium]_leptum,330,270,94.074,254,222,1.22222
asv_626666,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_114315.1,Blautia_luti;331;99.396,Blautia_luti,331,331,99.396,329,326,1
asv_626677,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_pseudolongum,NR_043441.2,Bifidobacterium_pseudolongum;329;94.225,Bifidobacterium_pseudolongum,332,329,94.225,310,270,1.00912
asv_626777,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,[Eubacterium]_rectale,NR_074634.1,[Eubacterium]_rectale;331;99.698,[Eubacterium]_rectale,331,331,99.698,330,328,1
asv_626807,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,NR_040954.1,Lactococcus_lactis;Lactococcus_taiwanensis;330;99.697,Lactococcus_lactis,330,330,99.697,329,327,1
asv_626854,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;332;97.892,Blautia_luti,331,332,97.892,325,314,0.996988
asv_627023,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_caecimuris,NR_144607.1,Blautia_caecimuris;332;98.795,Blautia_caecimuris,331,332,98.795,328,319,0.996988
asv_627050,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,NR_112705.1,Streptococcus_anginosus;327;94.19,Streptococcus_anginosus,332,327,94.19,308,269,1.01529
asv_627342,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum_muris,NR_144615.1,Longibaculum_muris;330;93.939,Longibaculum_muris,329,330,93.939,310,268,0.99697
asv_627480,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia_timonensis,NR_144740.1,Romboutsia_timonensis;330;91.515,Romboutsia_timonensis,323,330,91.515,302,242,0.978788
asv_627598,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,NR_113903.1,Enterococcus_durans;Enterococcus_faecium;Enterococcus_hirae;Enterococcus_lactis;Enterococcus_mundtii;Enterococcus_ratti;332;96.988,Enterococcus_faecium,332,332,96.988,322,302,1
asv_627610,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_producta,NR_036776.1,Blautia_producta;Murimonas_intestini;326;92.025,Blautia_producta,332,326,92.025,300,247,1.0184
asv_627758,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella_biformis,NR_044731.2,Holdemanella_biformis;324;91.049,Holdemanella_biformis,330,324,91.049,295,235,1.01852
asv_628016,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella_biformis,NR_044731.2,Holdemanella_biformis;325;95.385,Holdemanella_biformis,331,325,95.385,310,277,1.01846
asv_628498,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;329;99.088,Terrisporobacter_petrolearius,329,329,99.088,326,320,1
asv_628625,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,NR_040954.1,Lactococcus_lactis;Lactococcus_taiwanensis;330;99.697,Lactococcus_lactis,330,330,99.697,329,327,1
asv_628690,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila,NR_074436.1,Akkermansia_muciniphila;332;99.699,Akkermansia_muciniphila,332,332,99.699,331,329,1
asv_628704,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio_ruminis,NR_026315.1,Pseudobutyrivibrio_ruminis;Pseudobutyrivibrio_xylanivorans;331;96.375,Pseudobutyrivibrio_ruminis,331,331,96.375,319,295,1
asv_628723,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;331;99.698,Streptococcus_alactolyticus,331,331,99.698,330,328,1
asv_628732,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_inulinivorans,NR_042007.1,Roseburia_inulinivorans;331;99.094,Roseburia_inulinivorans,331,331,99.094,328,322,1
asv_628746,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;329;99.088,Terrisporobacter_petrolearius,329,329,99.088,326,320,1
asv_628771,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_coprophilus,NR_041461.1,Bacteroides_coprophilus;328;99.39,Bacteroides_coprophilus,328,328,99.39,326,322,1
asv_628775,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_mucosae,NR_024994.1,Lactobacillus_mucosae;332;99.699,Lactobacillus_mucosae,332,332,99.699,331,329,1
asv_628780,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_mucosae,NR_024994.1,Lactobacillus_mucosae;332;99.398,Lactobacillus_mucosae,332,332,99.398,330,326,1
asv_628843,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;332;99.699,Enterococcus_faecalis,332,332,99.699,331,329,1
asv_628858,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_massiliensis,NR_042745.1,Bacteroides_massiliensis;328;99.39,Bacteroides_massiliensis,328,328,99.39,326,322,1
asv_628882,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula,NR_043332.1,Veillonella_atypica;Veillonella_parvula;Veillonella_rogosae;Veillonella_tobetsuensis;303;95.71,Veillonella_parvula,332,303,95.71,290,263,1.09571
asv_628907,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_massiliensis,NR_042745.1,Bacteroides_massiliensis;328;99.39,Bacteroides_massiliensis,328,328,99.39,326,322,1
asv_628940,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum,NR_118692.1,Blautia_obeum;331;99.396,Blautia_obeum,331,331,99.396,329,325,1
asv_628945,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;326;92.945,Streptococcus_alactolyticus,330,326,92.945,303,255,1.01227
asv_628949,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;326;92.945,Streptococcus_alactolyticus,330,326,92.945,303,255,1.01227
asv_628969,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena,NR_028883.1,Dorea_longicatena;332;97.59,Dorea_longicatena,331,332,97.59,324,307,0.996988
asv_628972,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus,NR_074515.1,Bacteroides_vulgatus;328;99.39,Bacteroides_vulgatus,328,328,99.39,326,322,1
asv_628984,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;333;93.093,Ruthenibacterium_lactatiformans,332,333,93.093,310,262,0.996997
asv_628986,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus_macyae,NR_025650.1,Anaerobacillus_macyae;325;94.769,Anaerobacillus_macyae,328,325,94.769,308,272,1.00923
asv_629015,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena,NR_028883.1,Dorea_longicatena;329;93.617,Dorea_longicatena,332,329,93.617,308,263,1.00912
asv_629023,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;332;93.072,Streptococcus_alactolyticus,330,332,93.072,309,261,0.993976
asv_629037,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum,NR_118692.1,Blautia_obeum;331;99.396,Blautia_obeum,331,331,99.396,329,325,1
asv_629054,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus,NR_074515.1,Bacteroides_vulgatus;328;99.39,Bacteroides_vulgatus,328,328,99.39,326,322,1
asv_629060,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_massiliensis,NR_133027.1,Megasphaera_massiliensis;331;99.698,Megasphaera_massiliensis,331,331,99.698,330,328,1
asv_629061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena,NR_028883.1,Dorea_longicatena;332;99.398,Dorea_longicatena,331,332,99.398,330,325,0.996988
asv_629087,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_bifidum,NR_044771.1,Bifidobacterium_bifidum;333;99.7,Bifidobacterium_bifidum,333,333,99.7,332,330,1
asv_629111,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera_massiliensis,NR_133027.1,Megasphaera_massiliensis;331;99.698,Megasphaera_massiliensis,331,331,99.698,330,328,1
asv_629115,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;331;96.073,Streptococcus_alactolyticus,329,331,96.073,318,291,0.993958
asv_629117,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_confusa,NR_040816.1,Weissella_cibaria;Weissella_confusa;332;99.699,Weissella_confusa,332,332,99.699,331,329,1
asv_629123,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Gemella,Gemella_palaticanis,NR_026469.1,Gemella_palaticanis;331;93.958,Gemella_palaticanis,330,331,93.958,311,271,0.996979
asv_629128,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis,NR_043589.1,Peptostreptococcus_stomatis;329;99.392,Peptostreptococcus_stomatis,329,329,99.392,327,323,1
asv_629136,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,NR_113141.1,Fusobacterium_nucleatum;327;99.694,Fusobacterium_nucleatum,327,327,99.694,326,324,1
asv_629137,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;324;93.519,Terrisporobacter_petrolearius,329,324,93.519,303,260,1.01543
asv_629166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_iniae,NR_025148.1,Streptococcus_iniae;333;95.796,Streptococcus_iniae,331,333,95.796,319,289,0.993994
asv_629167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_caecimuris,NR_144607.1,Blautia_caecimuris;327;94.495,Blautia_caecimuris,331,327,94.495,309,271,1.01223
asv_629171,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella_intestinihominis,NR_041668.1,Barnesiella_intestinihominis;328;99.695,Barnesiella_intestinihominis,328,328,99.695,327,325,1
asv_629176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena,NR_028883.1,Dorea_longicatena;332;99.398,Dorea_longicatena,331,332,99.398,330,325,0.996988
asv_629184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_durans;Enterococcus_faecalis;Enterococcus_faecium;Enterococcus_hirae;Enterococcus_lactis;Enterococcus_mundtii;Enterococcus_olivae;Enterococcus_ratti;Enterococcus_rivorum;Enterococcus_saigonensis;Enterococcus_villorum;245;99.184,Enterococcus_faecalis,328,245,99.184,243,239,1.33878
asv_629198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;332;97.892,Blautia_luti,331,332,97.892,325,314,0.996988
asv_629216,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,NR_028961.1,Faecalibacterium_prausnitzii;331;98.187,Faecalibacterium_prausnitzii,331,331,98.187,325,313,1
asv_629221,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;332;96.386,Streptococcus_alactolyticus,331,332,96.386,320,295,0.996988
asv_629222,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Gemella,Gemella_haemolysans,NR_025903.1,Gemella_haemolysans;Gemella_morbillorum;Gemella_parahaemolysans;Gemella_sanguinis;Gemella_taiwanensis;330;94.545,Gemella_haemolysans,329,330,94.545,312,274,0.99697
asv_629230,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes_hadrus,NR_104799.1,Anaerostipes_hadrus;331;99.698,Anaerostipes_hadrus,331,331,99.698,330,328,1
asv_629231,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Gemella,Gemella_haemolysans,NR_025903.1,Gemella_haemolysans;Gemella_morbillorum;Gemella_parahaemolysans;Gemella_sanguinis;Gemella_taiwanensis;329;94.225,Gemella_haemolysans,329,329,94.225,310,271,1
asv_629238,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;Enterococcus_villorum;326;92.638,Enterococcus_faecalis,331,326,92.638,302,253,1.01534
asv_629243,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;90.909,Terrisporobacter_petrolearius,327,330,90.909,300,238,0.990909
asv_629254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum,NR_118692.1,Blautia_obeum;332;93.675,Blautia_obeum,328,332,93.675,311,266,0.987952
asv_629264,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;331;93.656,Streptococcus_salivarius,329,331,93.656,310,267,0.993958
asv_629270,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;335;90.149,Streptococcus_salivarius,331,335,90.149,302,232,0.98806
asv_629284,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;326;95.399,Enterococcus_villorum,330,326,95.399,311,280,1.01227
asv_629293,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_saliviloxodontae;Streptococcus_thermophilus;Streptococcus_vestibularis;326;93.558,Streptococcus_salivarius,327,326,93.558,305,260,1.00307
asv_629295,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus_macyae,NR_025650.1,Anaerobacillus_macyae;325;94.154,Anaerobacillus_macyae,324,325,94.154,306,264,0.996923
asv_629296,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;325;94.462,Streptococcus_salivarius,323,325,94.462,307,267,0.993846
asv_629311,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_comes,NR_044048.1,Coprococcus_comes;331;99.094,Coprococcus_comes,331,331,99.094,328,322,1
asv_629317,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans,NR_044645.2,Dorea_formicigenerans;331;99.396,Dorea_formicigenerans,331,331,99.396,329,326,1
asv_629332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,NR_040954.1,Lactococcus_lactis;Lactococcus_taiwanensis;325;94.154,Lactococcus_lactis,329,325,94.154,306,266,1.01231
asv_629348,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum,NR_118692.1,Blautia_obeum;326;93.252,Blautia_obeum,330,326,93.252,304,258,1.01227
asv_629356,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;331;99.094,Streptococcus_alactolyticus,331,331,99.094,328,322,1
asv_629357,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_longicatena,NR_028883.1,Dorea_longicatena;327;94.495,Dorea_longicatena,330,327,94.495,309,271,1.00917
asv_629373,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans,NR_044645.2,Dorea_formicigenerans;317;92.114,Dorea_formicigenerans,330,317,92.114,292,239,1.04101
asv_629379,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;324;94.753,Terrisporobacter_petrolearius,330,324,94.753,307,272,1.01852
asv_629382,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_hongkongensis;Streptococcus_salivarius;Streptococcus_saliviloxodontae;Streptococcus_thermophilus;Streptococcus_vestibularis;332;93.373,Streptococcus_salivarius,337,332,93.373,310,263,1.01506
asv_629405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,NR_040954.1,Lactococcus_lactis;Lactococcus_taiwanensis;324;94.136,Lactococcus_lactis,327,324,94.136,305,265,1.00926
asv_629420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_loxodontisalivarius;Streptococcus_macedonicus;Streptococcus_pasteurianus;332;95.482,Streptococcus_alactolyticus,331,332,95.482,317,286,0.996988
asv_629431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;325;93.538,Streptococcus_salivarius,330,325,93.538,304,261,1.01538
asv_629463,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_porcorum,NR_108477.1,Streptococcus_porcorum;331;98.489,Streptococcus_porcorum,331,331,98.489,326,316,1
asv_629464,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;331;99.396,Ruthenibacterium_lactatiformans,331,331,99.396,329,325,1
asv_629465,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;327;94.495,Ruthenibacterium_lactatiformans,331,327,94.495,309,271,1.01223
asv_629471,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus_macyae,NR_025650.1,Anaerobacillus_macyae;325;94.154,Anaerobacillus_macyae,332,325,94.154,306,268,1.02154
asv_629486,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila,NR_074436.1,Akkermansia_muciniphila;334;90.419,Akkermansia_muciniphila,332,334,90.419,302,235,0.994012
asv_629497,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus,NR_041781.1,Streptococcus_alactolyticus;Streptococcus_macedonicus;Streptococcus_pasteurianus;325;93.538,Streptococcus_alactolyticus,327,325,93.538,304,260,1.00615
asv_629498,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;93.939,Terrisporobacter_petrolearius,330,330,93.939,310,269,1
asv_629500,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,[Eubacterium]_rectale,NR_074634.1,[Eubacterium]_rectale;327;92.966,[Eubacterium]_rectale,332,327,92.966,304,256,1.01529
